"date","state","age_group","gender","number_deaths"
2020-04-02,"RN","40 - 49","M",1
2020-04-04,"RN","30 - 39","M",1
2020-04-05,"RN","50 - 59","M",1
2020-04-07,"RN","10 - 19","M",1
2020-04-08,"RN","50 - 59","M",1
2020-04-08,"RN","60 - 69","M",1
2020-04-09,"RN","70 - 79","M",1
2020-04-11,"RN","30 - 39","M",1
2020-04-11,"RN","40 - 49","M",1
2020-04-16,"RN","50 - 59","M",1
2020-03-25,"RO","80 - 89","M",1
2020-03-29,"RO","60 - 69","F",1
2020-04-08,"RO","60 - 69","M",1
2020-04-11,"RO","70 - 79","F",1
2020-04-13,"RO","60 - 69","M",1
2020-04-14,"RO","60 - 69","F",1
2020-04-17,"RO","70 - 79","M",1
2020-04-18,"RO","40 - 49","M",1
2020-04-21,"RO","60 - 69","M",1
2020-04-03,"RR","60 - 69","M",1
2020-04-09,"RR","10 - 19","M",1
2020-03-29,"RS","80 - 89","M",1
2020-03-30,"RS","60 - 69","M",2
2020-03-30,"RS","80 - 89","M",1
2020-03-31,"RS","30 - 39","M",1
2020-03-31,"RS","80 - 89","F",1
2020-04-01,"RS","50 - 59","M",1
2020-04-02,"RS","10 - 19","M",1
2020-04-03,"RS","30 - 39","M",1
2020-04-03,"RS","70 - 79","M",2
2020-04-03,"RS","70 - 79","F",1
2020-04-04,"RS","20 - 29","M",1
2020-04-04,"RS","70 - 79","F",1
2020-04-05,"RS","70 - 79","M",1
2020-04-06,"RS","< 9","F",1
2020-04-06,"RS","10 - 19","M",1
2020-04-06,"RS","80 - 89","M",1
2020-04-07,"RS","70 - 79","F",1
2020-04-07,"RS","90 - 99","F",1
2020-04-08,"RS","50 - 59","M",1
2020-04-10,"RS","60 - 69","F",1
2020-04-11,"RS","70 - 79","F",1
2020-04-12,"RS","70 - 79","F",1
2020-04-12,"RS","80 - 89","F",1
2020-04-13,"RS","60 - 69","M",1
2020-04-13,"RS","70 - 79","M",2
2020-04-13,"RS","80 - 89","M",1
2020-04-15,"RS","60 - 69","M",1
2020-04-16,"RS","40 - 49","F",1
2020-04-16,"RS","50 - 59","M",1
2020-04-16,"RS","60 - 69","M",1
2020-04-17,"RS","10 - 19","F",1
2020-04-18,"RS","40 - 49","M",1
2020-04-20,"RS","70 - 79","M",1
2020-04-20,"RS","80 - 89","F",1
2020-04-21,"RS","70 - 79","M",1
2020-04-22,"RS","80 - 89","M",1
2020-03-23,"SC","60 - 69","F",1
2020-03-25,"SC","70 - 79","M",1
2020-03-30,"SC","60 - 69","M",1
2020-03-31,"SC","40 - 49","F",1
2020-03-31,"SC","90 - 99","M",1
2020-04-01,"SC","70 - 79","M",1
2020-04-01,"SC","80 - 89","F",1
2020-04-01,"SC","90 - 99","F",1
2020-04-02,"SC","20 - 29","F",1
2020-04-02,"SC","70 - 79","F",1
2020-04-02,"SC","80 - 89","F",1
2020-04-02,"SC","90 - 99","M",1
2020-04-03,"SC","40 - 49","M",1
2020-04-04,"SC","30 - 39","M",1
2020-04-04,"SC","50 - 59","F",1
2020-04-04,"SC","60 - 69","M",1
2020-04-05,"SC","80 - 89","F",1
2020-04-06,"SC","50 - 59","F",1
2020-04-07,"SC","90 - 99","M",1
2020-04-09,"SC","50 - 59","F",1
2020-04-10,"SC","60 - 69","F",1
2020-04-10,"SC","70 - 79","M",1
2020-04-11,"SC","30 - 39","M",1
2020-04-11,"SC","60 - 69","F",1
2020-04-11,"SC","80 - 89","M",1
2020-04-12,"SC","60 - 69","F",1
2020-04-13,"SC","70 - 79","F",1
2020-04-14,"SC","40 - 49","M",1
2020-04-14,"SC","80 - 89","F",1
2020-04-14,"SC","80 - 89","M",1
2020-04-15,"SC","50 - 59","M",1
2020-04-16,"SC","60 - 69","M",1
2020-04-16,"SC","70 - 79","F",1
2020-04-18,"SC","30 - 39","M",1
2020-04-18,"SC","50 - 59","M",1
2020-04-19,"SC","70 - 79","M",1
2020-04-22,"SC","50 - 59","M",1
2020-04-23,"SC","60 - 69","M",1
2020-04-02,"SE","60 - 69","M",1
2020-04-02,"SE","60 - 69","F",1
2020-04-06,"SE","60 - 69","M",1
2020-03-16,"SP","60 - 69","M",1
2020-03-16,"SP","60 - 69","F",1
2020-03-16,"SP","70 - 79","M",1
2020-03-16,"SP","70 - 79","F",1
2020-03-16,"SP","80 - 89","F",1
2020-03-17,"SP","80 - 89","F",1
2020-03-17,"SP","80 - 89","M",1
2020-03-18,"SP","30 - 39","M",2
2020-03-18,"SP","60 - 69","M",2
2020-03-18,"SP","60 - 69","F",1
2020-03-18,"SP","80 - 89","M",2
2020-03-19,"SP","70 - 79","F",1
2020-03-19,"SP","80 - 89","F",2
2020-03-19,"SP","80 - 89","M",2
2020-03-19,"SP","90 - 99","M",1
2020-03-20,"SP","30 - 39","F",1
2020-03-20,"SP","40 - 49","M",1
2020-03-20,"SP","70 - 79","F",2
2020-03-20,"SP","80 - 89","F",2
2020-03-20,"SP","80 - 89","M",1
2020-03-20,"SP","90 - 99","F",1
2020-03-21,"SP","30 - 39","F",1
2020-03-21,"SP","40 - 49","M",1
2020-03-21,"SP","50 - 59","F",1
2020-03-21,"SP","50 - 59","M",1
2020-03-21,"SP","60 - 69","M",1
2020-03-21,"SP","70 - 79","M",3
2020-03-21,"SP","70 - 79","F",3
2020-03-21,"SP","80 - 89","M",3
2020-03-21,"SP","80 - 89","F",1
2020-03-21,"SP","90 - 99","F",1
2020-03-22,"SP","40 - 49","M",3
2020-03-22,"SP","50 - 59","M",1
2020-03-22,"SP","60 - 69","M",1
2020-03-22,"SP","60 - 69","F",2
2020-03-22,"SP","70 - 79","M",7
2020-03-22,"SP","70 - 79","F",1
2020-03-22,"SP","80 - 89","F",3
2020-03-22,"SP","80 - 89","M",5
2020-03-22,"SP","90 - 99","F",1
2020-03-23,"SP","30 - 39","M",1
2020-03-23,"SP","40 - 49","F",1
2020-03-23,"SP","60 - 69","M",3
2020-03-23,"SP","60 - 69","F",2
2020-03-23,"SP","70 - 79","M",4
2020-03-23,"SP","80 - 89","F",4
2020-03-23,"SP","80 - 89","M",5
2020-03-23,"SP","90 - 99","F",1
2020-03-24,"SP","30 - 39","M",1
2020-03-24,"SP","50 - 59","F",2
2020-03-24,"SP","50 - 59","M",1
2020-03-24,"SP","60 - 69","M",3
2020-03-24,"SP","60 - 69","F",4
2020-03-24,"SP","70 - 79","M",7
2020-03-24,"SP","70 - 79","F",1
2020-03-24,"SP","80 - 89","M",4
2020-03-24,"SP","80 - 89","F",4
2020-03-24,"SP","90 - 99","M",6
2020-03-24,"SP","90 - 99","F",1
2020-03-25,"SP","30 - 39","M",1
2020-03-25,"SP","40 - 49","M",2
2020-03-25,"SP","40 - 49","F",1
2020-03-25,"SP","50 - 59","M",3
2020-03-25,"SP","60 - 69","M",5
2020-03-25,"SP","60 - 69","F",1
2020-03-25,"SP","70 - 79","F",5
2020-03-25,"SP","70 - 79","M",6
2020-03-25,"SP","80 - 89","F",3
2020-03-26,"SP","10 - 19","M",1
2020-03-26,"SP","20 - 29","F",2
2020-03-26,"SP","30 - 39","M",3
2020-03-26,"SP","30 - 39","F",1
2020-03-26,"SP","50 - 59","M",4
2020-03-26,"SP","50 - 59","F",1
2020-03-26,"SP","60 - 69","M",6
2020-03-26,"SP","60 - 69","F",3
2020-03-26,"SP","70 - 79","M",5
2020-03-26,"SP","70 - 79","F",8
2020-03-26,"SP","80 - 89","F",6
2020-03-26,"SP","90 - 99","F",4
2020-03-26,"SP","90 - 99","M",1
2020-03-27,"SP","10 - 19","F",2
2020-03-27,"SP","20 - 29","M",1
2020-03-27,"SP","30 - 39","F",3
2020-03-27,"SP","40 - 49","M",2
2020-03-27,"SP","40 - 49","F",1
2020-03-27,"SP","50 - 59","M",2
2020-03-27,"SP","60 - 69","M",4
2020-03-27,"SP","70 - 79","M",10
2020-03-27,"SP","70 - 79","F",3
2020-03-27,"SP","80 - 89","F",7
2020-03-27,"SP","90 - 99","M",2
2020-03-27,"SP","90 - 99","F",1
2020-03-28,"SP","10 - 19","F",1
2020-03-28,"SP","20 - 29","M",1
2020-03-28,"SP","30 - 39","M",1
2020-03-28,"SP","40 - 49","M",2
2020-03-28,"SP","40 - 49","F",1
2020-03-28,"SP","50 - 59","F",5
2020-03-28,"SP","50 - 59","M",1
2020-03-28,"SP","60 - 69","M",14
2020-03-28,"SP","70 - 79","M",5
2020-03-28,"SP","70 - 79","F",7
2020-03-28,"SP","80 - 89","F",7
2020-03-28,"SP","80 - 89","M",3
2020-03-28,"SP","90 - 99","F",1
2020-03-28,"SP","90 - 99","M",1
2020-03-29,"SP","30 - 39","M",2
2020-03-29,"SP","40 - 49","M",1
2020-03-29,"SP","40 - 49","F",1
2020-03-29,"SP","50 - 59","M",2
2020-03-29,"SP","50 - 59","F",3
2020-03-29,"SP","60 - 69","F",6
2020-03-29,"SP","60 - 69","M",5
2020-03-29,"SP","70 - 79","F",3
2020-03-29,"SP","70 - 79","M",6
2020-03-29,"SP","80 - 89","M",4
2020-03-29,"SP","80 - 89","F",3
2020-03-29,"SP","90 - 99","F",6
2020-03-29,"SP","90 - 99","M",1
2020-03-29,"SP","> 100","M",1
2020-03-30,"SP","10 - 19","F",1
2020-03-30,"SP","30 - 39","M",1
2020-03-30,"SP","40 - 49","M",3
2020-03-30,"SP","40 - 49","F",1
2020-03-30,"SP","50 - 59","M",2
2020-03-30,"SP","50 - 59","F",7
2020-03-30,"SP","60 - 69","M",12
2020-03-30,"SP","60 - 69","F",7
2020-03-30,"SP","70 - 79","F",6
2020-03-30,"SP","70 - 79","M",7
2020-03-30,"SP","80 - 89","F",4
2020-03-30,"SP","80 - 89","M",5
2020-03-30,"SP","90 - 99","M",4
2020-03-30,"SP","90 - 99","F",2
2020-03-31,"SP","40 - 49","F",2
2020-03-31,"SP","40 - 49","M",1
2020-03-31,"SP","50 - 59","M",3
2020-03-31,"SP","50 - 59","F",1
2020-03-31,"SP","60 - 69","M",6
2020-03-31,"SP","60 - 69","F",2
2020-03-31,"SP","70 - 79","F",7
2020-03-31,"SP","70 - 79","M",5
2020-03-31,"SP","80 - 89","F",6
2020-03-31,"SP","80 - 89","M",4
2020-03-31,"SP","90 - 99","M",4
2020-03-31,"SP","90 - 99","F",1
2020-04-01,"SP","20 - 29","M",3
2020-04-01,"SP","30 - 39","F",2
2020-04-01,"SP","30 - 39","M",3
2020-04-01,"SP","40 - 49","F",1
2020-04-01,"SP","40 - 49","M",3
2020-04-01,"SP","50 - 59","M",5
2020-04-01,"SP","50 - 59","F",4
2020-04-01,"SP","60 - 69","M",9
2020-04-01,"SP","60 - 69","F",3
2020-04-01,"SP","70 - 79","M",14
2020-04-01,"SP","70 - 79","F",6
2020-04-01,"SP","80 - 89","F",3
2020-04-01,"SP","80 - 89","M",3
2020-04-01,"SP","90 - 99","M",3
2020-04-01,"SP","90 - 99","F",2
2020-04-02,"SP","20 - 29","F",1
2020-04-02,"SP","30 - 39","F",1
2020-04-02,"SP","30 - 39","M",3
2020-04-02,"SP","40 - 49","M",2
2020-04-02,"SP","40 - 49","F",3
2020-04-02,"SP","50 - 59","M",6
2020-04-02,"SP","50 - 59","F",2
2020-04-02,"SP","60 - 69","F",4
2020-04-02,"SP","60 - 69","M",8
2020-04-02,"SP","70 - 79","M",8
2020-04-02,"SP","70 - 79","F",10
2020-04-02,"SP","80 - 89","F",9
2020-04-02,"SP","80 - 89","M",8
2020-04-02,"SP","90 - 99","F",2
2020-04-02,"SP","90 - 99","M",1
2020-04-03,"SP","10 - 19","F",1
2020-04-03,"SP","30 - 39","F",2
2020-04-03,"SP","40 - 49","F",2
2020-04-03,"SP","40 - 49","M",3
2020-04-03,"SP","50 - 59","F",2
2020-04-03,"SP","50 - 59","M",6
2020-04-03,"SP","60 - 69","F",8
2020-04-03,"SP","60 - 69","M",8
2020-04-03,"SP","70 - 79","F",7
2020-04-03,"SP","70 - 79","M",10
2020-04-03,"SP","80 - 89","M",8
2020-04-03,"SP","80 - 89","F",7
2020-04-03,"SP","90 - 99","F",5
2020-04-03,"SP","90 - 99","M",2
2020-04-04,"SP","20 - 29","F",1
2020-04-04,"SP","30 - 39","F",2
2020-04-04,"SP","40 - 49","M",8
2020-04-04,"SP","40 - 49","F",4
2020-04-04,"SP","50 - 59","F",5
2020-04-04,"SP","50 - 59","M",4
2020-04-04,"SP","60 - 69","M",8
2020-04-04,"SP","60 - 69","F",12
2020-04-04,"SP","70 - 79","M",14
2020-04-04,"SP","70 - 79","F",6
2020-04-04,"SP","80 - 89","M",8
2020-04-04,"SP","80 - 89","F",8
2020-04-04,"SP","90 - 99","F",1
2020-04-04,"SP","90 - 99","M",3
2020-04-05,"SP","10 - 19","M",1
2020-04-05,"SP","10 - 19","F",1
2020-04-05,"SP","30 - 39","F",1
2020-04-05,"SP","30 - 39","M",1
2020-04-05,"SP","40 - 49","M",4
2020-04-05,"SP","40 - 49","F",4
2020-04-05,"SP","50 - 59","M",12
2020-04-05,"SP","50 - 59","F",7
2020-04-05,"SP","60 - 69","F",12
2020-04-05,"SP","60 - 69","M",7
2020-04-05,"SP","70 - 79","M",22
2020-04-05,"SP","70 - 79","F",10
2020-04-05,"SP","80 - 89","M",10
2020-04-05,"SP","80 - 89","F",6
2020-04-05,"SP","90 - 99","F",6
2020-04-05,"SP","90 - 99","M",2
2020-04-06,"SP","20 - 29","M",1
2020-04-06,"SP","30 - 39","M",2
2020-04-06,"SP","30 - 39","F",2
2020-04-06,"SP","40 - 49","M",3
2020-04-06,"SP","40 - 49","F",3
2020-04-06,"SP","50 - 59","M",8
2020-04-06,"SP","50 - 59","F",8
2020-04-06,"SP","60 - 69","F",5
2020-04-06,"SP","60 - 69","M",11
2020-04-06,"SP","70 - 79","M",14
2020-04-06,"SP","70 - 79","F",9
2020-04-06,"SP","80 - 89","M",7
2020-04-06,"SP","80 - 89","F",7
2020-04-06,"SP","90 - 99","F",5
2020-04-06,"SP","90 - 99","M",1
2020-04-07,"SP","20 - 29","F",2
2020-04-07,"SP","20 - 29","M",1
2020-04-07,"SP","30 - 39","M",1
2020-04-07,"SP","40 - 49","M",4
2020-04-07,"SP","40 - 49","F",2
2020-04-07,"SP","50 - 59","F",5
2020-04-07,"SP","50 - 59","M",8
2020-04-07,"SP","60 - 69","M",18
2020-04-07,"SP","60 - 69","F",6
2020-04-07,"SP","70 - 79","M",11
2020-04-07,"SP","70 - 79","F",9
2020-04-07,"SP","80 - 89","F",10
2020-04-07,"SP","80 - 89","M",8
2020-04-07,"SP","90 - 99","F",4
2020-04-07,"SP","90 - 99","M",1
2020-04-08,"SP","10 - 19","M",1
2020-04-08,"SP","10 - 19","F",1
2020-04-08,"SP","20 - 29","M",2
2020-04-08,"SP","30 - 39","M",1
2020-04-08,"SP","30 - 39","F",2
2020-04-08,"SP","40 - 49","M",2
2020-04-08,"SP","40 - 49","F",1
2020-04-08,"SP","50 - 59","M",7
2020-04-08,"SP","50 - 59","F",4
2020-04-08,"SP","60 - 69","F",6
2020-04-08,"SP","60 - 69","M",8
2020-04-08,"SP","70 - 79","M",11
2020-04-08,"SP","70 - 79","F",6
2020-04-08,"SP","80 - 89","M",11
2020-04-08,"SP","80 - 89","F",7
2020-04-08,"SP","90 - 99","F",3
2020-04-08,"SP","90 - 99","M",1
2020-04-09,"SP","30 - 39","F",1
2020-04-09,"SP","40 - 49","M",10
2020-04-09,"SP","50 - 59","M",5
2020-04-09,"SP","50 - 59","F",4
2020-04-09,"SP","60 - 69","M",6
2020-04-09,"SP","60 - 69","F",6
2020-04-09,"SP","70 - 79","M",11
2020-04-09,"SP","70 - 79","F",4
2020-04-09,"SP","80 - 89","F",9
2020-04-09,"SP","80 - 89","M",12
2020-04-09,"SP","90 - 99","F",3
2020-04-09,"SP","> 100","M",1
2020-04-10,"SP","< 9","F",1
2020-04-10,"SP","20 - 29","M",1
2020-04-10,"SP","30 - 39","F",2
2020-04-10,"SP","30 - 39","M",1
2020-04-10,"SP","40 - 49","M",1
2020-04-10,"SP","50 - 59","M",7
2020-04-10,"SP","50 - 59","F",3
2020-04-10,"SP","60 - 69","M",16
2020-04-10,"SP","60 - 69","F",6
2020-04-10,"SP","70 - 79","M",15
2020-04-10,"SP","70 - 79","F",10
2020-04-10,"SP","80 - 89","M",3
2020-04-10,"SP","80 - 89","F",7
2020-04-10,"SP","90 - 99","F",6
2020-04-10,"SP","90 - 99","M",4
2020-04-10,"SP","> 100","F",1
2020-04-11,"SP","20 - 29","M",1
2020-04-11,"SP","30 - 39","M",1
2020-04-11,"SP","30 - 39","F",1
2020-04-11,"SP","40 - 49","M",5
2020-04-11,"SP","40 - 49","F",3
2020-04-11,"SP","50 - 59","F",4
2020-04-11,"SP","50 - 59","M",5
2020-04-11,"SP","60 - 69","M",13
2020-04-11,"SP","60 - 69","F",13
2020-04-11,"SP","70 - 79","F",7
2020-04-11,"SP","70 - 79","M",10
2020-04-11,"SP","80 - 89","M",7
2020-04-11,"SP","80 - 89","F",9
2020-04-11,"SP","90 - 99","F",3
2020-04-11,"SP","90 - 99","M",1
2020-04-11,"SP","> 100","F",1
2020-04-12,"SP","< 9","F",2
2020-04-12,"SP","30 - 39","F",2
2020-04-12,"SP","30 - 39","M",4
2020-04-12,"SP","40 - 49","M",5
2020-04-12,"SP","40 - 49","F",3
2020-04-12,"SP","50 - 59","M",7
2020-04-12,"SP","50 - 59","F",5
2020-04-12,"SP","60 - 69","M",10
2020-04-12,"SP","60 - 69","F",6
2020-04-12,"SP","70 - 79","M",11
2020-04-12,"SP","70 - 79","F",4
2020-04-12,"SP","80 - 89","F",8
2020-04-12,"SP","80 - 89","M",13
2020-04-12,"SP","90 - 99","M",4
2020-04-12,"SP","90 - 99","F",2
2020-04-13,"SP","20 - 29","M",2
2020-04-13,"SP","20 - 29","F",1
2020-04-13,"SP","30 - 39","M",1
2020-04-13,"SP","40 - 49","F",3
2020-04-13,"SP","40 - 49","M",5
2020-04-13,"SP","50 - 59","M",10
2020-04-13,"SP","50 - 59","F",4
2020-04-13,"SP","60 - 69","M",14
2020-04-13,"SP","60 - 69","F",6
2020-04-13,"SP","70 - 79","F",10
2020-04-13,"SP","70 - 79","M",14
2020-04-13,"SP","80 - 89","F",9
2020-04-13,"SP","80 - 89","M",10
2020-04-13,"SP","90 - 99","M",7
2020-04-13,"SP","90 - 99","F",4
2020-04-14,"SP","10 - 19","F",1
2020-04-14,"SP","10 - 19","M",1
2020-04-14,"SP","30 - 39","F",1
2020-04-14,"SP","30 - 39","M",2
2020-04-14,"SP","40 - 49","M",3
2020-04-14,"SP","40 - 49","F",3
2020-04-14,"SP","50 - 59","M",8
2020-04-14,"SP","50 - 59","F",3
2020-04-14,"SP","60 - 69","F",3
2020-04-14,"SP","60 - 69","M",3
2020-04-14,"SP","70 - 79","F",8
2020-04-14,"SP","70 - 79","M",15
2020-04-14,"SP","80 - 89","F",5
2020-04-14,"SP","80 - 89","M",10
2020-04-14,"SP","90 - 99","F",2
2020-04-15,"SP","20 - 29","F",1
2020-04-15,"SP","40 - 49","M",3
2020-04-15,"SP","40 - 49","F",3
2020-04-15,"SP","50 - 59","M",3
2020-04-15,"SP","50 - 59","F",1
2020-04-15,"SP","60 - 69","M",12
2020-04-15,"SP","60 - 69","F",6
2020-04-15,"SP","70 - 79","F",4
2020-04-15,"SP","70 - 79","M",8
2020-04-15,"SP","80 - 89","M",8
2020-04-15,"SP","80 - 89","F",3
2020-04-15,"SP","90 - 99","F",4
2020-04-16,"SP","10 - 19","M",2
2020-04-16,"SP","40 - 49","M",4
2020-04-16,"SP","40 - 49","F",1
2020-04-16,"SP","50 - 59","M",7
2020-04-16,"SP","50 - 59","F",1
2020-04-16,"SP","60 - 69","F",9
2020-04-16,"SP","60 - 69","M",10
2020-04-16,"SP","70 - 79","M",9
2020-04-16,"SP","70 - 79","F",2
2020-04-16,"SP","80 - 89","M",5
2020-04-16,"SP","80 - 89","F",6
2020-04-16,"SP","90 - 99","F",1
2020-04-17,"SP","20 - 29","M",1
2020-04-17,"SP","30 - 39","F",2
2020-04-17,"SP","30 - 39","M",2
2020-04-17,"SP","40 - 49","F",1
2020-04-17,"SP","40 - 49","M",1
2020-04-17,"SP","50 - 59","M",7
2020-04-17,"SP","50 - 59","F",1
2020-04-17,"SP","60 - 69","M",4
2020-04-17,"SP","60 - 69","F",4
2020-04-17,"SP","70 - 79","F",3
2020-04-17,"SP","70 - 79","M",8
2020-04-17,"SP","80 - 89","M",7
2020-04-17,"SP","80 - 89","F",4
2020-04-17,"SP","90 - 99","F",2
2020-04-18,"SP","30 - 39","F",2
2020-04-18,"SP","30 - 39","M",3
2020-04-18,"SP","40 - 49","F",1
2020-04-18,"SP","40 - 49","M",1
2020-04-18,"SP","50 - 59","M",6
2020-04-18,"SP","50 - 59","F",2
2020-04-18,"SP","60 - 69","M",3
2020-04-18,"SP","60 - 69","F",1
2020-04-18,"SP","70 - 79","F",5
2020-04-18,"SP","70 - 79","M",2
2020-04-18,"SP","80 - 89","F",5
2020-04-18,"SP","80 - 89","M",4
2020-04-18,"SP","90 - 99","F",2
2020-04-19,"SP","40 - 49","M",1
2020-04-19,"SP","50 - 59","F",3
2020-04-19,"SP","50 - 59","M",1
2020-04-19,"SP","60 - 69","M",3
2020-04-19,"SP","60 - 69","F",1
2020-04-19,"SP","70 - 79","F",3
2020-04-19,"SP","70 - 79","M",8
2020-04-19,"SP","80 - 89","F",2
2020-04-19,"SP","80 - 89","M",3
2020-04-19,"SP","90 - 99","M",2
2020-04-19,"SP","90 - 99","F",2
2020-04-20,"SP","40 - 49","M",1
2020-04-20,"SP","40 - 49","F",1
2020-04-20,"SP","50 - 59","M",1
2020-04-20,"SP","50 - 59","F",2
2020-04-20,"SP","60 - 69","F",1
2020-04-20,"SP","60 - 69","M",3
2020-04-20,"SP","70 - 79","F",3
2020-04-20,"SP","70 - 79","M",3
2020-04-20,"SP","80 - 89","F",5
2020-04-20,"SP","90 - 99","F",2
2020-04-21,"SP","40 - 49","M",1
2020-04-21,"SP","50 - 59","M",3
2020-04-21,"SP","60 - 69","F",2
2020-04-21,"SP","60 - 69","M",3
2020-04-21,"SP","70 - 79","M",2
2020-04-21,"SP","70 - 79","F",1
2020-04-21,"SP","80 - 89","F",1
2020-04-21,"SP","80 - 89","M",3
2020-04-22,"SP","50 - 59","M",3
2020-04-22,"SP","50 - 59","F",1
2020-04-22,"SP","70 - 79","F",2
2020-04-23,"SP","60 - 69","M",1
2020-04-23,"SP","70 - 79","M",1
2020-04-23,"SP","80 - 89","F",1
2020-04-14,"TO","40 - 49","F",1
